Post_ID,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Description,Followers,Best_Hour_To_Post,Virality_Score,Likes_per_Follower,Shares_per_Follower,Comments_per_Follower,Post_Length,Hashtag_Count,Description_Score
Post_1478,Instagram,#Viral,Shorts,India,4459322.0,130429.0,41640.0,43576.0,High,Level up your shorts game with #Viral,2766905,20.0,0.0779372620310419,0.0471389512831123,0.0150493059935198,0.0157490047544097,37,1,1
Post_4692,Twitter,#Education,Shorts,India,8162.0,285470.0,60984.0,43541.0,High,Amazing shorts content you can't miss #Education,496260,19.0,0.785868294845444,0.5,0.1228871962277838,0.0877382823519929,48,1,1
Post_4714,TikTok,#Music,Tweet,USA,40261.0,171945.0,70151.0,1807.0,Medium,Level up your tweet game with #Music,774029,13.0,0.3151083486536034,0.2221428396093686,0.0906309711910018,0.0023345378532328,36,1,1
Post_1231,Instagram,#Challenge,Tweet,Germany,1021135.0,442784.0,49480.0,32668.0,High,Level up your tweet game with #Challenge,1658351,18.0,0.3165385373783958,0.2670025826860538,0.0298368680695461,0.0196990866227957,40,1,1
Post_648,YouTube,#Music,Tweet,Canada,3563404.0,445195.0,18320.0,14781.0,High,Discover what everyone loves in tweet #Music,5522871,19.0,0.0866027832263328,0.080609342495959,0.0033171153191881,0.0026763254111855,44,1,1
Post_3678,YouTube,#Viral,Tweet,USA,2985117.0,284824.0,64052.0,41718.0,Low,What are your thoughts on this tweet post? #Viral,8391812,3.0,0.0465446556715045,0.0339407031520725,0.0076326781391194,0.0049712743803126,49,1,1
Post_3030,TikTok,#Gaming,Shorts,Australia,3602760.0,403164.0,38202.0,21785.0,Medium,What are your thoughts on this shorts post? #Gaming,2420146,9.0,0.19137316509004,0.1665866439462743,0.0157849980951562,0.0090015230486094,51,1,1
Post_320,Twitter,#Fashion,Tweet,India,2298278.0,202870.0,25710.0,3153.0,Low,Amazing tweet content you can't miss #Fashion,400257,0.0,0.5789605178672703,0.5,0.0642337298285851,0.0078774387456059,45,1,1
Post_2515,TikTok,#Fashion,Live Stream,USA,4368330.0,103328.0,93696.0,45312.0,High,Experience the best of live stream with #Fashion!,2240969,19.0,0.1081389345412631,0.0461086253312741,0.0418104846608766,0.0202198245491124,49,1,1
Post_2331,Instagram,#Viral,Shorts,Canada,4465663.0,253096.0,56168.0,30810.0,Low,New trend in shorts just dropped #Viral!,672126,6.0,0.5059676310691745,0.3765603473158306,0.083567664396259,0.0458396193570848,40,1,1
Post_1586,TikTok,#Challenge,Tweet,India,543860.0,495293.0,51511.0,22273.0,High,Amazing tweet content you can't miss #Challenge,4847881,11.0,0.1173867510361743,0.1021669054995368,0.0106254670855163,0.0045943784511212,47,1,1
Post_818,YouTube,#Viral,Reel,Australia,1125942.0,95092.0,77009.0,32628.0,High,Experience the best of reel with #Viral!,7941731,11.0,0.0257788887586346,0.0119737120282719,0.0096967525089933,0.0041084242213693,40,1,1
Post_835,Instagram,#Tech,Shorts,UK,3678203.0,106484.0,25338.0,25691.0,High,Discover what everyone loves in shorts #Tech,886828,19.0,0.1776139228801977,0.1200728889931305,0.0285714930065356,0.0289695408805315,44,1,1
Post_3648,Instagram,#Gaming,Tweet,Japan,665115.0,5418.0,9160.0,6114.0,Medium,Discover what everyone loves in tweet #Gaming,1399134,9.0,0.014789148144495,0.01,0.0065469068723939,0.0043698459189755,45,1,1
Post_1456,Instagram,#Music,Post,Canada,3707557.0,238257.0,87810.0,32469.0,Medium,Level up your post game with #Music,1050278,8.0,0.341372474716218,0.2268513669714113,0.0836064356294238,0.0309146721153827,35,1,1
Post_4303,YouTube,#Fashion,Reel,USA,4798416.0,63981.0,7160.0,25445.0,Medium,Discover what everyone loves in reel #Fashion,7628528,21.0,0.0126611582208258,0.01,0.002,0.0033355058800334,45,1,1
Post_1350,YouTube,#Education,Tweet,USA,1406438.0,73183.0,6162.0,13527.0,Medium,Experience the best of tweet with #Education!,2901372,14.0,0.0320096836944728,0.0252235838768692,0.0021238227983174,0.004662277019286,45,1,1
Post_2416,Twitter,#Comedy,Tweet,India,2235474.0,91583.0,92501.0,28268.0,Low,Discover what everyone loves in tweet #Comedy,843903,6.0,0.2516308153899204,0.1085231359528287,0.1096109386979309,0.0334967407391607,45,1,1
Post_1734,YouTube,#Gaming,Shorts,India,2598420.0,304484.0,19829.0,19545.0,Low,Discover what everyone loves in shorts #Gaming,9205671,16.0,0.0373528447844812,0.0330756986644428,0.0021539983342876,0.0021231477857507,46,1,1
,TikTok,#foodie,Fitness,,,,,,,Ever been here? Comment below!,65408,,0.063826,0.014645,0.010929,0.038252,30,1,0
Post_2978,YouTube,#Dance,Tweet,Japan,4938141.0,92946.0,14800.0,6497.0,High,Amazing tweet content you can't miss #Dance,7376453,18.0,0.0154875249662676,0.012600364972162,0.0020063843692896,0.001,43,1,1
Post_4142,TikTok,#Gaming,Shorts,USA,602303.0,120883.0,23532.0,39303.0,Medium,Experience the best of shorts with #Gaming!,604331,17.0,0.3040022768979251,0.2000277993351325,0.0389389258535471,0.0650355517092454,43,1,1
,TikTok,,Gaming,,,,,,,bored,3642,,0.013274,0.01,0.002605,0.001799,5,0,0
,Twitter,#foodie,Lifestyle,,,,,,,Agree or disagree? Let me know below.,73430,,0.071423,0.034953,0.011846,0.024624,37,1,1
Post_4796,Instagram,#Music,Live Stream,Australia,1219770.0,291504.0,16339.0,31645.0,High,Discover what everyone loves in live stream #Music,1216003,10.0,0.2791835217511799,0.2397230927884224,0.0134366444819626,0.0260237844807948,50,1,1
,Twitter,#random,Travel,,,,,,,again,23999,,0.014717,0.01,0.002463,0.002751,5,1,0
Post_885,Twitter,#Fashion,Video,Canada,3331697.0,221708.0,84660.0,10308.0,Medium,Experience the best of video with #Fashion!,851170,9.0,0.3720478870260935,0.2604744058178742,0.0994630919792755,0.0121103892289436,43,1,1
Post_4384,Instagram,#Tech,Shorts,USA,3570089.0,335278.0,91228.0,47015.0,Low,New trend in shorts just dropped #Tech!,2936328,16.0,0.1612629787952844,0.1141827479763841,0.0310687361902348,0.0160114946286654,39,1,1
Post_2714,YouTube,#Music,Reel,USA,4503399.0,493775.0,72985.0,44144.0,Medium,Amazing reel content you can't miss #Music,3955000,14.0,0.1544637168141593,0.1248482932996207,0.0184538558786346,0.0111615676359039,42,1,1
Post_4745,YouTube,#Education,Reel,Australia,3702911.0,85206.0,4933.0,20680.0,Medium,Level up your reel game with #Education,1619521,9.0,0.0684270225579044,0.0526118525168861,0.0030459623555359,0.0127692076854823,39,1,1
Post_4691,Instagram,#Comedy,Video,Germany,2299356.0,495941.0,11961.0,16485.0,Medium,Experience the best of video with #Comedy!,2434166,13.0,0.2154277892304797,0.2037416511445809,0.0049137979907697,0.006772340095129,42,1,1
Post_4282,TikTok,#Education,Shorts,Japan,4461875.0,81049.0,47612.0,7747.0,High,Experience the best of shorts with #Education!,2550353,12.0,0.0534859292027417,0.0317795222857384,0.0186687882030448,0.0030376187139584,46,1,1
Post_3545,Twitter,#Viral,Video,Germany,1821754.0,387423.0,15647.0,24140.0,High,What are your thoughts on this video post? #Viral,622546,19.0,0.686230415101856,0.5,0.0251338856887683,0.0387762510722099,49,1,1
Post_1264,Twitter,#Comedy,Video,USA,3356274.0,322024.0,4474.0,33051.0,High,Discover what everyone loves in video #Comedy,536731,12.0,0.6698867775477846,0.5,0.0083356467206105,0.0615783325352923,45,1,1
Post_2107,Twitter,#Dance,Tweet,UK,4940565.0,326871.0,92268.0,5785.0,High,New trend in tweet just dropped #Dance!,268244,19.0,1.0,0.5,0.2,0.0215661860097523,39,1,1
,TikTok,#debate,Travel,,,,,,,Would you try this sushi place?,11867,,0.070864,0.035748,0.012726,0.02239,31,1,1
Post_335,Instagram,#Viral,Video,Canada,4096574.0,225112.0,53015.0,15291.0,Low,Experience the best of video with #Viral!,788608,22.0,0.3720707880214251,0.2854548774549586,0.0672260489368609,0.0193898616296055,41,1,1
Post_3559,TikTok,#Comedy,Tweet,Germany,4293616.0,313992.0,9138.0,35874.0,Medium,New trend in tweet just dropped #Comedy!,4796920,21.0,0.0748405226687124,0.0654570015760112,0.002,0.0074785487354385,40,1,1
Post_3350,YouTube,#Challenge,Post,Germany,3517027.0,442021.0,75721.0,17053.0,Medium,Discover what everyone loves in post #Challenge,9399995,21.0,0.0568931153686783,0.0470235356508168,0.0080554298167179,0.0018141499011435,47,1,1
Post_4776,TikTok,#Education,Post,Germany,1461068.0,234320.0,76468.0,12204.0,High,Level up your post game with #Education,2881971,10.0,0.1120732998354251,0.0813054676816664,0.0265332302094642,0.0042346019442943,39,1,1
Post_1182,Twitter,#Tech,Post,Australia,3036452.0,221744.0,11077.0,49900.0,High,What are your thoughts on this post post? #Tech,764294,10.0,0.3699113168492752,0.2901291911227878,0.0144931139064286,0.0652890118200587,47,1,1
Post_800,YouTube,#Challenge,Live Stream,Canada,3704693.0,361357.0,70236.0,46913.0,High,What are your thoughts on this live stream post? #Challenge,4099018,12.0,0.11673674036074,0.088156968327536,0.0171348357094308,0.0114449363237731,59,1,1
Post_1524,Twitter,#Fitness,Post,Brazil,1595568.0,145000.0,70495.0,40154.0,Low,New trend in post just dropped #Fitness!,217381,0.0,1.0,0.5,0.2,0.1,40,1,1
Post_3622,TikTok,#Challenge,Tweet,India,4618412.0,7728.0,2040.0,46537.0,Low,Amazing tweet content you can't miss #Challenge,2613228,6.0,0.0215461490539669,0.01,0.002,0.0178082432914387,47,1,1
Post_657,YouTube,#Fitness,Tweet,UK,2599776.0,486383.0,53906.0,18139.0,Medium,Amazing tweet content you can't miss #Fitness,5678989,13.0,0.0983322911877448,0.0856460542536708,0.009492182499385,0.0031940544346889,45,1,1
Post_2668,Twitter,#Tech,Reel,Australia,1495014.0,457417.0,92142.0,3572.0,High,Level up your reel game with #Tech,964202,18.0,0.5736671361395226,0.4743995552799102,0.0955629629475981,0.0037046179120142,34,1,1
Post_3233,Instagram,#Challenge,Live Stream,Brazil,2940609.0,417021.0,8144.0,10445.0,Medium,Amazing live stream content you can't miss #Challenge,2732648,8.0,0.1594094812065073,0.1526069219306694,0.0029802594406597,0.0038222998351781,53,1,1
,Instagram,#fyp,Travel,,,,,,,bored,42094,,0.009207,0.01,0.002,0.002298,5,1,0
Post_2551,TikTok,#Fitness,Reel,UK,276967.0,343350.0,55422.0,42492.0,Medium,Experience the best of reel with #Fitness!,1332441,17.0,0.3311696352784101,0.2576849556565732,0.0415943370100439,0.0318903426117929,42,1,1
Post_2206,YouTube,#Tech,Reel,Japan,378803.0,367221.0,69287.0,15299.0,High,New trend in reel just dropped #Tech!,3889088,12.0,0.1161729947998091,0.0944234226636167,0.0178157449767143,0.003933827159478,37,1,1
Post_3094,Instagram,#Music,Live Stream,USA,2511024.0,62511.0,61932.0,3768.0,High,Level up your live stream game with #Music,680560,12.0,0.1883904431644528,0.0918522981074409,0.0910015281532855,0.0055366169037263,42,1,1
Post_1914,Twitter,#Fitness,Shorts,Australia,3910450.0,184844.0,57393.0,22803.0,High,Discover what everyone loves in shorts #Fitness,685904,11.0,0.3864097599664093,0.2694896078751545,0.0836749749236044,0.0332451771676502,47,1,1
Post_357,TikTok,#Gaming,Tweet,Brazil,3106083.0,104414.0,65393.0,39972.0,High,Level up your tweet game with #Gaming,2562120,11.0,0.0818771173871637,0.0407529701965559,0.025523004386992,0.0156011428036157,37,1,1
Post_1972,Twitter,#Challenge,Post,Brazil,1056289.0,71036.0,48498.0,5795.0,High,Amazing post content you can't miss #Challenge,167336,11.0,0.7489661519338338,0.4245111631687144,0.2,0.034630922216379,46,1,1
,TikTok,#life ,Gaming,,,,,,,post,26349,,0.003016,0.01,0.002,0.001,4,1,0
Post_1058,TikTok,#Education,Video,USA,1951149.0,367712.0,57910.0,28894.0,Low,What are your thoughts on this video post? #Education,2337439,2.0,0.1944504220217083,0.1573140518319408,0.0247749780849896,0.0123613921047779,53,1,1
Post_4626,TikTok,#Fitness,Tweet,UK,2056923.0,397189.0,60950.0,27927.0,High,Discover what everyone loves in tweet #Fitness,3371335,10.0,0.1441761201423175,0.1178135664358481,0.0180788915963557,0.0082836621101136,46,1,1
Post_1173,Instagram,#Education,Tweet,USA,3123278.0,298146.0,8587.0,1236.0,Low,Level up your tweet game with #Education,2304516,7.0,0.1336371715362358,0.129374671297574,0.0037261620227414,0.001,40,1,1
Post_2909,YouTube,#Viral,Reel,Australia,3323833.0,435817.0,85531.0,10295.0,Medium,Level up your reel game with #Viral,6235812,14.0,0.0852564188913969,0.0698893744711995,0.0137160966366529,0.0016509477835444,35,1,1
Post_1725,Instagram,#Gaming,Shorts,India,4798066.0,375356.0,7649.0,17000.0,Low,Discover what everyone loves in shorts #Gaming,506438,4.0,0.7898400199037197,0.5,0.0151035269865215,0.0335677812486424,46,1,1
Post_1767,Twitter,#Challenge,Post,USA,1712244.0,62154.0,17276.0,37377.0,Low,What are your thoughts on this post post? #Challenge,147064,1.0,0.7942596420605994,0.4226323233422183,0.1174726649621933,0.1,52,1,1
Post_1480,Twitter,#Dance,Post,Brazil,180256.0,229751.0,7248.0,44829.0,Low,What are your thoughts on this post post? #Dance,421376,22.0,0.6688278402187121,0.5,0.0172007897934386,0.1,48,1,1
,Instagram,,Fitness,,,,,,,new post,9347,,0.008082,0.01,0.002,0.001433,8,0,0
,TikTok,#random ,Gaming,,,,,,,bored,15717,,0.010771,0.01,0.002,0.002046,5,1,0
Post_4174,Twitter,#Fitness,Shorts,UK,4485980.0,113834.0,44375.0,49799.0,High,Experience the best of shorts with #Fitness!,90465,18.0,1.0,0.5,0.2,0.1,44,1,1
Post_2473,Instagram,#Dance,Live Stream,Germany,2349428.0,91877.0,14035.0,48890.0,High,Amazing live stream content you can't miss #Dance,2369917,19.0,0.0653195871416593,0.0387680243654102,0.0059221483284013,0.0206294144478477,49,1,1
Post_804,Twitter,#Gaming,Live Stream,Germany,3394446.0,368001.0,19656.0,13214.0,High,New trend in live stream just dropped #Gaming!,529294,11.0,0.7573692503599134,0.5,0.0371362607548923,0.0249653311770018,46,1,1
,Instagram,#debate #thoughts,Lifestyle,,,,,,,What's your favorite travel memory?,77798,,0.083946,0.046205,0.012553,0.025188,35,2,0
Post_3102,Instagram,#Dance,Live Stream,Canada,156951.0,408508.0,7362.0,30622.0,Medium,Experience the best of live stream with #Dance!,2680618,17.0,0.1665630835874414,0.152393216788069,0.0027463816179701,0.0114234851814022,47,1,1
Post_4813,Instagram,#Music,Reel,Australia,3927144.0,233834.0,69647.0,25283.0,Low,New trend in reel just dropped #Music!,182018,2.0,1.0,0.5,0.2,0.1,38,1,1
Post_410,YouTube,#Comedy,Shorts,Australia,2758571.0,17789.0,36088.0,39138.0,Low,New trend in shorts just dropped #Comedy!,3632324,3.0,0.0256075724522371,0.01,0.0099352370548442,0.0107749198584707,41,1,1
Post_3920,TikTok,#Viral,Post,Canada,4582912.0,20781.0,5849.0,49216.0,Low,Level up your post game with #Viral,535913,2.0,0.14152670302829,0.0387768163862417,0.0109140849354279,0.0918358017066202,35,1,1
Post_3940,YouTube,#Fitness,Video,USA,1058655.0,486037.0,47060.0,4660.0,Medium,Level up your video game with #Fitness,6875260,21.0,0.0782162420039387,0.0706936174050145,0.0068448320499879,0.001,38,1,1
Post_952,Twitter,#Tech,Reel,UK,1556088.0,310527.0,69553.0,15425.0,Medium,Experience the best of reel with #Tech!,441192,8.0,0.896446445085133,0.5,0.1576479174599721,0.0349621026673194,39,1,1
Post_751,Twitter,#Challenge,Video,USA,2335946.0,104895.0,75750.0,8793.0,Low,Discover what everyone loves in video #Challenge,532227,1.0,0.3559345918189043,0.1970869572569599,0.1423264885096021,0.0165211460523423,48,1,1
Post_4435,Twitter,#Dance,Tweet,USA,2877882.0,3704.0,99815.0,2199.0,Low,Amazing tweet content you can't miss #Dance,240699,2.0,0.4392124603758221,0.0153885142854768,0.2,0.0091358917153789,43,1,1
Post_4386,YouTube,#Education,Shorts,USA,4651762.0,237587.0,10380.0,40921.0,Low,Amazing shorts content you can't miss #Education,5453072,3.0,0.0529771108835533,0.0435693862101949,0.002,0.0075042104707218,48,1,1
Post_3180,Twitter,#Fashion,Reel,Australia,932607.0,202697.0,90673.0,270.0,High,What are your thoughts on this reel post? #Fashion,273071,11.0,1.0,0.5,0.2,0.001,50,1,1
Post_3289,Instagram,#Fashion,Shorts,Brazil,56401.0,377017.0,1123.0,49912.0,High,Discover what everyone loves in shorts #Fashion,408577,18.0,1.0,0.5,0.0027485639181843,0.1,47,1,1
Post_1239,TikTok,#Tech,Post,Japan,1655182.0,289945.0,93775.0,32084.0,High,New trend in post just dropped #Tech!,207604,18.0,1.0,0.5,0.2,0.1,37,1,1
Post_3053,Instagram,#Comedy,Post,Canada,1119674.0,109989.0,80729.0,8816.0,Medium,Level up your post game with #Comedy,108519,14.0,1.0,0.5,0.2,0.0812392299965904,36,1,1
Post_3279,Twitter,#Challenge,Shorts,Canada,1688397.0,281554.0,81408.0,45190.0,High,Amazing shorts content you can't miss #Challenge,706876,10.0,0.577402543020275,0.3983074825004668,0.1151658848227977,0.0639291756970105,48,1,1
Post_3481,TikTok,#Fitness,Live Stream,India,1998816.0,141958.0,6106.0,24332.0,Medium,Discover what everyone loves in live stream #Fitness,2216187,9.0,0.077789464517209,0.0640550639454161,0.0027551826628348,0.010979217908958,52,1,1
,Twitter,#opinion #comment,Food,,,,,,,Agree or disagree? Let me know below.,67444,,0.101001,0.045681,0.016567,0.038753,37,2,1
,TikTok,#opinion #fyp,Fitness,,,,,,,What's your favorite travel memory?,64389,,0.073988,0.043482,0.010416,0.02009,35,2,0
Post_4270,Twitter,#Dance,Live Stream,Germany,3541294.0,288982.0,90384.0,33462.0,High,Discover what everyone loves in live stream #Dance,365275,10.0,1.0,0.5,0.2,0.091607692834166,50,1,1
Post_723,Instagram,#Music,Live Stream,USA,1780899.0,301959.0,74275.0,6214.0,High,Level up your live stream game with #Music,804309,10.0,0.4754988443496218,0.3754266084303421,0.0923463494751395,0.0077258864441402,42,1,1
Post_2643,Twitter,#Gaming,Reel,India,2543309.0,40011.0,54069.0,9368.0,Medium,What are your thoughts on this reel post? #Gaming,574823,13.0,0.1799649631277802,0.069605774299219,0.0940619982151027,0.0162971906134584,49,1,1
Post_731,Twitter,#Comedy,Reel,UK,2539393.0,414355.0,81623.0,43357.0,Low,What are your thoughts on this reel post? #Comedy,245097,4.0,1.0,0.5,0.2,0.1,49,1,1
,Twitter, #life,Travel,,,,,,,it's live,18937,,0.008589,0.01,0.002,0.001673,9,1,0
Post_2724,TikTok,#Fitness,Post,Germany,2206465.0,108422.0,93547.0,6106.0,Low,Level up your post game with #Fitness,2262350,23.0,0.0919729484827723,0.0479245032819855,0.0413494817335955,0.0026989634671911,37,1,1
Post_2481,Twitter,#Fashion,Shorts,Australia,3058341.0,425490.0,24075.0,1043.0,Low,What are your thoughts on this shorts post? #Fashion,463818,15.0,0.9715190009874562,0.5,0.0519061355962899,0.0022487268713159,52,1,1
Post_3291,Instagram,#Viral,Reel,Japan,1748866.0,327009.0,18316.0,21361.0,Medium,Discover what everyone loves in reel #Viral,2320518,14.0,0.1580190285100137,0.140920690983651,0.0078930652552576,0.0092052722711049,43,1,1
Post_570,TikTok,#Challenge,Reel,India,137563.0,40490.0,5847.0,43200.0,Medium,New trend in reel just dropped #Challenge!,1085227,14.0,0.0825053191636404,0.0373101664444397,0.0053878128723299,0.0398073398468707,42,1,1
Post_3671,Instagram,#Fashion,Post,Australia,231868.0,131318.0,92253.0,28352.0,High,Experience the best of post with #Fashion!,647073,12.0,0.3893270156535661,0.20294155373505,0.1425696946094181,0.043815767309098,42,1,1
Post_3192,Instagram,#Dance,Video,Canada,675381.0,235103.0,16489.0,18896.0,Low,What are your thoughts on this video post? #Dance,621078,6.0,0.4355137357948598,0.3785402155606864,0.0265490002865984,0.030424519947575,49,1,1
Post_3111,Instagram,#Music,Reel,Australia,3133920.0,214076.0,33445.0,23364.0,High,Experience the best of reel with #Music!,2480227,11.0,0.1092178256264446,0.0863130673119839,0.0134846528160527,0.009420105498408,40,1,1
Post_957,YouTube,#Challenge,Video,Canada,598295.0,441991.0,68122.0,23592.0,Medium,What are your thoughts on this video post? #Challenge,2327531,9.0,0.2293009201596026,0.1898969337035682,0.0292679238214227,0.0101360626346115,53,1,1
Post_4533,TikTok,#Comedy,Tweet,India,1677328.0,147334.0,15048.0,20462.0,Low,Amazing tweet content you can't miss #Comedy,498152,15.0,0.3670445968298832,0.2957611331481154,0.0302076474650307,0.041075816216737,44,1,1
Post_4610,Instagram,#Fashion,Video,USA,788460.0,65933.0,20908.0,11908.0,Low,Discover what everyone loves in video #Fashion,1194356,2.0,0.0826797035389783,0.0552038085796864,0.0175056683266965,0.0099702266325953,46,1,1
Post_3758,Instagram,#Viral,Shorts,USA,3519149.0,429333.0,72079.0,42269.0,High,Experience the best of shorts with #Viral!,2302030,19.0,0.2361745937281442,0.1865019135284944,0.0313110602381376,0.0183616199615122,42,1,1
Post_4656,TikTok,#Comedy,Video,Australia,1146688.0,458464.0,62608.0,45618.0,Low,Experience the best of video with #Comedy!,4138428,16.0,0.1369336376034571,0.110782161729043,0.0151284497398529,0.0110230261345612,42,1,1
Post_839,TikTok,#Viral,Tweet,UK,4562262.0,96215.0,869.0,7479.0,High,Level up your tweet game with #Viral,1911553,19.0,0.0547005497624183,0.0503334199993408,0.002,0.0039125255747551,36,1,1
Post_3377,TikTok,#Music,Reel,India,4931757.0,144977.0,90468.0,7093.0,Medium,Level up your reel game with #Music,372552,14.0,0.651017844488823,0.3891456763082737,0.2,0.0190389529515342,35,1,1
Post_4489,Twitter,#Education,Live Stream,Australia,644845.0,72412.0,61458.0,27972.0,Medium,Experience the best of live stream with #Education!,373647,17.0,0.4331414409857432,0.1937978894518087,0.1644814490682382,0.0748621024656962,51,1,1
Post_2547,Instagram,#Fitness,Post,UK,3892548.0,47532.0,2967.0,4004.0,Low,What are your thoughts on this post post? #Fitness,219740,0.0,0.2480340402293619,0.2163101847638117,0.0135023209247292,0.0182215345408209,50,1,1
Post_2471,Twitter,#Viral,Video,Australia,2020909.0,65259.0,90445.0,33608.0,Medium,Experience the best of video with #Viral!,432598,13.0,0.4376164476026242,0.1508536793975007,0.2,0.0776887549179607,41,1,1
Post_1126,YouTube,#Dance,Video,India,2975095.0,449386.0,33351.0,13313.0,High,What are your thoughts on this video post? #Dance,6936861,10.0,0.0715092892880511,0.0647823273379703,0.0048077941881781,0.0019191677619026,49,1,1
,Instagram,,Fitness,,,,,,,again,14257,,0.009948,0.01,0.002011,0.002437,5,0,0
Post_1785,Twitter,#Music,Tweet,Japan,1019654.0,113693.0,84132.0,39202.0,Medium,Discover what everyone loves in tweet #Music,688814,8.0,0.3441088595760249,0.1650561690093407,0.1221403746149178,0.0569123159517663,44,1,1
Post_3720,Instagram,#Education,Post,Japan,3179233.0,185039.0,69942.0,48453.0,Low,Amazing post content you can't miss #Education,2301626,1.0,0.1318346247392061,0.0803949034291409,0.0303880821645219,0.0210516391455431,46,1,1
,Instagram,#random,Travel,,,,,,,vibe,38792,,0.030157,0.023971,0.002043,0.004143,4,1,0
,Instagram,#fyp #fyp,Lifestyle,,,,,,,Ever been here? Comment below!,24400,,0.0955159999999999,0.035648,0.01819,0.041678,30,2,0
Post_2191,Instagram,#Comedy,Live Stream,Canada,3712830.0,135258.0,87420.0,47950.0,High,Experience the best of live stream with #Comedy!,898484,19.0,0.3012051411043491,0.1505402433432315,0.0972972251036189,0.0533676726574986,48,1,1
Post_1125,YouTube,#Tech,Video,India,3722406.0,295942.0,27878.0,47869.0,Medium,New trend in video just dropped #Tech!,3633548,14.0,0.1022936809971961,0.0814471145007579,0.0076723907321438,0.0131741757642942,38,1,1
Post_2493,Twitter,#Fashion,Reel,Brazil,3802774.0,499236.0,96550.0,28438.0,Medium,Level up your reel game with #Fashion,242988,21.0,1.0,0.5,0.2,0.1,37,1,1
Post_2460,Instagram,#Dance,Tweet,UK,3526448.0,51600.0,83324.0,34949.0,High,New trend in tweet just dropped #Dance!,2191921,10.0,0.0774995996662288,0.0235409944062765,0.0380141437579182,0.015944461502034,39,1,1
Post_2274,Twitter,#Fitness,Post,Canada,4043662.0,11341.0,12132.0,24625.0,Medium,New trend in post just dropped #Fitness!,266169,14.0,0.1807047402214382,0.0426082676795569,0.0455800637940556,0.0925164087478256,40,1,1
Post_568,Instagram,#Tech,Video,UK,1357187.0,35801.0,70630.0,1191.0,High,Amazing video content you can't miss #Tech,1120437,12.0,0.0960535933747279,0.031952711308177,0.0630379039606867,0.001062978105864,42,1,1
,Twitter,,Travel,,,,,,,rain,32096,,0.010041,0.01,0.002682,0.001247,4,0,0
Post_872,TikTok,#Dance,Shorts,Japan,1809305.0,287587.0,43594.0,4461.0,Medium,Experience the best of shorts with #Dance!,3798676,14.0,0.0883576277629363,0.075707167444657,0.0114761037793167,0.0011743565389625,42,1,1
Post_1225,YouTube,#Viral,Tweet,USA,4397362.0,416040.0,26255.0,37205.0,Medium,New trend in tweet just dropped #Viral!,7283030,13.0,0.065837982268369,0.0571245758976689,0.003604955629731,0.005108450740969,39,1,1
Post_600,Twitter,#Tech,Reel,India,1785067.0,468653.0,40159.0,15054.0,Low,New trend in reel just dropped #Tech!,587648,3.0,0.8914622358963189,0.5,0.0683385291875408,0.0256173763885863,37,1,1
,Twitter,#fyp #thoughts #foodie,Travel,,,,,,,Where should I go next?,6260,,0.053508,0.026353,0.011536,0.015619,23,3,0
Post_937,YouTube,#Tech,Video,Japan,4389372.0,241611.0,14910.0,38606.0,High,Discover what everyone loves in video #Tech,6547082,18.0,0.0450776391681057,0.0369036159925902,0.0022773504287864,0.005896672746729,43,1,1
Post_4924,Instagram,#Dance,Shorts,Japan,3359348.0,170389.0,26371.0,43645.0,Medium,Level up your shorts game with #Dance,966329,8.0,0.2487817296179665,0.1763260752807791,0.0272898774640934,0.0451657768730939,37,1,1
Post_1011,Instagram,#Challenge,Reel,USA,1558041.0,407000.0,95826.0,14793.0,Medium,Amazing reel content you can't miss #Challenge,355398,9.0,1.0,0.5,0.2,0.0416237570273327,46,1,1
Post_2496,Twitter,#Gaming,Reel,Japan,1415487.0,399428.0,8466.0,3334.0,High,What are your thoughts on this reel post? #Gaming,480198,12.0,0.856371746654505,0.5,0.0176302275311434,0.0069429693584729,49,1,1
,TikTok,#random #life,Gaming,,,,,,,wow,9359,,0.0133269999999999,0.01,0.002631,0.002705,3,2,0
,Twitter,#fyp #fyp,Food,,,,,,,Debating if this was worth it. What do you think?,21563,,0.098991,0.047813,0.01252,0.038658,49,2,1
Post_2047,Instagram,#Music,Live Stream,Australia,1973499.0,230125.0,44232.0,36873.0,High,Level up your live stream game with #Music,1644558,12.0,0.1892484181159922,0.1399312155606552,0.0268959805613423,0.0224212219939947,42,1,1
Post_31,Instagram,#Comedy,Reel,Australia,1365655.0,156164.0,84930.0,18303.0,Low,Experience the best of reel with #Comedy!,612171,2.0,0.423732911229052,0.2550986570745756,0.1387357454044703,0.0298985087500061,41,1,1
,Instagram,#fun #random,Video Games,,,,,,,new one,6876,,0.014575,0.01,0.002578,0.002746,7,2,0
Post_3872,Instagram,#Fashion,Post,Brazil,2317238.0,96203.0,65181.0,21178.0,Medium,Experience the best of post with #Fashion!,1160536,13.0,0.157308347177511,0.0828953173361274,0.0561645653387744,0.0182484645026091,42,1,1
Post_4653,Twitter,#Comedy,Post,Japan,3040145.0,119414.0,932.0,3014.0,High,What are your thoughts on this post post? #Comedy,141428,18.0,0.8722459484684786,0.5,0.006589925615861,0.0213111972169584,49,1,1
